energy,time,I0,I6
2482.8191472300000,1.0,60000,3000
2483.0191378060000,1.0,60000,3000
2483.2191735502000,1.0,60000,3000
2483.419157737130,1.0,60000,3000
2483.6191386944200,1.0,60000,3000
2483.8191647933800,1.0,60000,3000
2484.0191392430100,1.0,60000,3000
2484.2191588165900,1.0,60000,3000
2484.419175103270,1.0,60000,3000
2484.6191880832600,1.0,60000,3000
2484.8191492910900,1.0,60000,3000
2485.019155587380,1.0,60000,3000
2485.519174739560,1.0,60000,3000
2486.019184692270,1.0,60000,3000
2486.5191851561400,1.0,60000,3000
2487.019175841580,1.0,60000,3000
2487.5192050519700,1.0,60000,3000
2488.0191753382100,1.0,60000,3000
2488.519183623800,1.0,60000,3000
2489.019181025090,1.0,60000,3000
2489.519215953950,1.0,60000,3000
2490.01919074173,1.0,60000,3000
2490.5192025298000,1.0,60000,3000
2491.019202324280,1.0,60000,3000
2491.5192386456300,1.0,60000,3000
2492.0192136054800,1.0,60000,3000
2492.519224563220,1.0,60000,3000
2493.0192224146900,1.0,60000,3000
2493.51925578898,1.0,60000,3000
2494.0192265778800,1.0,60000,3000
2494.5192323589500,1.0,60000,3000
2495.019223917660,1.0,60000,3000
2495.5192499918200,1.0,60000,3000
2496.0192613117000,1.0,60000,3000
2496.5192575836300,1.0,60000,3000
2497.019238513730,1.0,60000,3000
2497.5192529485700,1.0,60000,3000
2498.0192515079800,1.0,60000,3000
2498.5192830929700,1.0,60000,3000
2499.0192982681100,1.0,60000,3000
2499.5192967384600,1.0,60000,3000
2500.0192782088300,1.0,60000,3000
2500.5192916891300,1.0,60000,3000
2501.0192876333700,1.0,60000,3000
2501.519315105910,1.0,60000,3000
2502.019324505480,1.0,60000,3000
2502.51931553584,1.0,60000,3000
2503.019287900560,1.0,60000,3000
2503.519290772980,1.0,60000,3000
2504.0193239386500,1.0,60000,3000
2504.5193376579500,1.0,60000,3000
2505.019331633620,1.0,60000,3000
2505.5193055681400,1.0,60000,3000
2506.019308771210,1.0,60000,3000
2507.0193524586100,1.0,60000,3000
2508.019361370090,1.0,60000,3000
2509.0193332814700,1.0,60000,3000
2510.019365620090,1.0,60000,3000
2511.0193567203700,1.0,60000,3000
2512.0193542857600,1.0,60000,3000
2513.0194062367300,1.0,60000,3000
2514.019410567590,1.0,60000,3000
2515.019415137240,1.0,60000,3000
2516.019417863780,1.0,60000,3000
2517.019416662050,1.0,60000,3000
2518.019409443690,1.0,60000,3000
2519.019444440680,1.0,60000,3000
2520.0194189662500,1.0,60000,3000
2521.019431624770,1.0,60000,3000
2522.0194299914400,1.0,60000,3000
2523.019462506370,1.0,60000,3000
2524.019476627940,1.0,60000,3000
2525.0194702453400,1.0,60000,3000
2526.019491954980,1.0,60000,3000
2527.0194890398600,1.0,60000,3000
2528.0195102007200,1.0,60000,3000
2529.01950260358,1.0,60000,3000
2530.01951505357,1.0,60000,3000
2531.0195455869500,1.0,60000,3000
2532.019541194190,1.0,60000,3000
2533.019550837190,1.0,60000,3000
2534.0195213892800,1.0,60000,3000
2535.0195531260100,1.0,60000,3000
2536.0195417054300,1.0,60000,3000
2537.0195876188200,1.0,60000,3000
2538.0195862961000,1.0,60000,3000
2539.0195870132700,1.0,60000,3000
2540.0195877787000,1.0,60000,3000
2541.0195865976700,1.0,60000,3000
2542.019633070260,1.0,60000,3000
2543.019622055490,1.0,60000,3000
2544.019603091690,1.0,60000,3000
2545.0196259366000,1.0,60000,3000
2546.019636926720,1.0,60000,3000
2547.0196340489800,1.0,60000,3000
2548.0196672189900,1.0,60000,3000
2549.0196825971900,1.0,60000,3000
